mesh 1,mesh 1,mesh 1,score,mean,std. dev.
x,y,z,,,
59,94,1,fission,7.419434395758811e-05,1.8074469410935016e-06
60,94,1,fission,7.268444458700905e-05,1.6257365004929435e-06
61,94,1,fission,7.659569698348604e-05,1.640113482431731e-06
62,94,1,fission,7.432653867645288e-05,1.4735541629956838e-06
63,94,1,fission,7.403707690841016e-05,1.8103891605298953e-06
64,94,1,fission,7.619887990206136e-05,1.8122478165627344e-06
65,94,1,fission,7.690059024113818e-05,1.4034616659577789e-06
66,94,1,fission,7.562809522193174e-05,1.676421814545467e-06
67,94,1,fission,7.346063875765834e-05,1.5659714846870217e-06
68,94,1,fission,7.371561406437049e-05,1.632114999576652e-06
69,94,1,fission,7.697712234173415e-05,1.6708667951352279e-06
70,94,1,fission,7.73252389512844e-05,1.7388737935120961e-06
71,94,1,fission,7.687432997656306e-05,1.802976390539868e-06
72,94,1,fission,7.749069304412306e-05,1.9577548650309626e-06
73,94,1,fission,7.771366705156949e-05,1.9818472953065924e-06
74,94,1,fission,7.818086132271957e-05,1.8676922507402102e-06
75,94,1,fission,4.6893709203249505e-05,1.2378843881997708e-06
76,94,1,fission,6.107031669823063e-06,2.4376085596006445e-07
77,94,1,fission,0.0,0.0
78,94,1,fission,0.0,0.0
79,94,1,fission,0.0,0.0
80,94,1,fission,0.0,0.0
81,94,1,fission,0.0,0.0
82,94,1,fission,0.0,0.0
83,94,1,fission,0.0,0.0
84,94,1,fission,0.0,0.0
85,94,1,fission,0.0,0.0
86,94,1,fission,0.0,0.0
87,94,1,fission,0.0,0.0
88,94,1,fission,0.0,0.0
89,94,1,fission,0.0,0.0
90,94,1,fission,0.0,0.0
91,94,1,fission,0.0,0.0
92,94,1,fission,0.0,0.0
93,94,1,fission,0.0,0.0
94,94,1,fission,0.0,0.0
95,94,1,fission,0.0,0.0
96,94,1,fission,0.0,0.0
97,94,1,fission,0.0,0.0
98,94,1,fission,0.0,0.0
99,94,1,fission,0.0,0.0
100,94,1,fission,0.0,0.0
1,95,1,fission,0.0,0.0
2,95,1,fission,0.0,0.0
3,95,1,fission,0.0,0.0
4,95,1,fission,0.0,0.0
5,95,1,fission,0.0,0.0
6,95,1,fission,0.0,0.0
7,95,1,fission,0.0,0.0
8,95,1,fission,0.0,0.0
9,95,1,fission,0.0,0.0
10,95,1,fission,0.0,0.0
11,95,1,fission,0.0,0.0
12,95,1,fission,0.0,0.0
13,95,1,fission,0.0,0.0
14,95,1,fission,0.0,0.0
15,95,1,fission,0.0,0.0
16,95,1,fission,0.0,0.0
17,95,1,fission,0.0,0.0
18,95,1,fission,0.0,0.0
19,95,1,fission,0.0,0.0
20,95,1,fission,0.0,0.0
21,95,1,fission,0.0,0.0
22,95,1,fission,0.0,0.0
23,95,1,fission,0.0,0.0
24,95,1,fission,0.0,0.0
25,95,1,fission,0.0,0.0
26,95,1,fission,0.0,0.0
27,95,1,fission,1.2226616175230168e-05,5.095831690670782e-07
28,95,1,fission,5.042739838242747e-05,1.3409784010254036e-06
29,95,1,fission,7.63929829472503e-05,1.556984839364325e-06
30,95,1,fission,7.515353168353397e-05,1.5803665845530524e-06
31,95,1,fission,7.421617522542462e-05,1.5599796641153079e-06
32,95,1,fission,7.353794834073566e-05,1.8346939689504763e-06
33,95,1,fission,7.622766148675533e-05,1.6851899759257707e-06
34,95,1,fission,7.715918761518104e-05,1.997927934293096e-06
35,95,1,fission,7.381874191748345e-05,1.6826828612606564e-06
36,95,1,fission,7.341253036327411e-05,1.5795871859865728e-06
37,95,1,fission,7.41547709339909e-05,2.0212689609798927e-06
38,95,1,fission,7.326062324358634e-05,1.5837515050957983e-06
39,95,1,fission,7.309619825888216e-05,1.945556362523193e-06
40,95,1,fission,7.498803082445908e-05,1.750633290050372e-06
41,95,1,fission,7.519764763374392e-05,1.6236604867252104e-06
42,95,1,fission,7.378670103066595e-05,1.3591754873472257e-06
43,95,1,fission,7.521193848339455e-05,1.6562384717180667e-06
44,95,1,fission,7.32188803745863e-05,1.780182562660953e-06
45,95,1,fission,7.465456817703647e-05,1.6718054001650125e-06
46,95,1,fission,7.530346728488706e-05,1.352829742713833e-06
47,95,1,fission,7.536620311304985e-05,1.5332129651847156e-06
48,95,1,fission,7.531467403683105e-05,1.7930459117431905e-06
49,95,1,fission,7.231603478963245e-05,1.7009547836832543e-06
50,95,1,fission,7.708865664572062e-05,2.040815560855913e-06
51,95,1,fission,7.438318048762784e-05,1.5403624201167344e-06
52,95,1,fission,7.526038191324534e-05,1.7076215574743147e-06
53,95,1,fission,7.404964330204482e-05,1.7823501700344335e-06
54,95,1,fission,7.278231833117816e-05,1.8849411017064236e-06
55,95,1,fission,7.163370310039163e-05,1.5670934391119437e-06
56,95,1,fission,7.29488925822835e-05,1.713218491010489e-06
57,95,1,fission,7.336057189606311e-05,1.8155598997357728e-06
58,95,1,fission,7.458342466204502e-05,1.8448836679357379e-06
59,95,1,fission,7.684155935749147e-05,1.884469557799579e-06
60,95,1,fission,7.347699405523742e-05,1.5993060404483468e-06
61,95,1,fission,7.53471400340692e-05,1.5862053863561068e-06
62,95,1,fission,7.233570940476492e-05,1.7834690612191324e-06
63,95,1,fission,7.459408035013148e-05,1.7803398588074777e-06
64,95,1,fission,7.368553362889839e-05,1.5901213985297058e-06
65,95,1,fission,7.551160039531845e-05,1.7236177848169807e-06
66,95,1,fission,7.810680303858973e-05,1.7603586289441383e-06
67,95,1,fission,7.65752656735257e-05,1.541470391985383e-06
68,95,1,fission,7.66668366758212e-05,1.919490496958816e-06
69,95,1,fission,7.764528983519631e-05,2.2909194599886208e-06
70,95,1,fission,7.767636544507715e-05,1.8684181446591426e-06
71,95,1,fission,7.59911000923454e-05,1.8806111702547654e-06
72,95,1,fission,7.719942183343983e-05,1.9622875374450233e-06
73,95,1,fission,5.127815644326544e-05,1.6680388186868704e-06
74,95,1,fission,1.2210374723402754e-05,4.876896083901658e-07
75,95,1,fission,0.0,0.0
76,95,1,fission,0.0,0.0
77,95,1,fission,0.0,0.0
78,95,1,fission,0.0,0.0
79,95,1,fission,0.0,0.0
80,95,1,fission,0.0,0.0
81,95,1,fission,0.0,0.0
82,95,1,fission,0.0,0.0
83,95,1,fission,0.0,0.0
84,95,1,fission,0.0,0.0
85,95,1,fission,0.0,0.0
86,95,1,fission,0.0,0.0
87,95,1,fission,0.0,0.0
88,95,1,fission,0.0,0.0
89,95,1,fission,0.0,0.0
90,95,1,fission,0.0,0.0
91,95,1,fission,0.0,0.0
92,95,1,fission,0.0,0.0
93,95,1,fission,0.0,0.0
94,95,1,fission,0.0,0.0
95,95,1,fission,0.0,0.0
96,95,1,fission,0.0,0.0
97,95,1,fission,0.0,0.0
98,95,1,fission,0.0,0.0
99,95,1,fission,0.0,0.0
100,95,1,fission,0.0,0.0
1,96,1,fission,0.0,0.0
2,96,1,fission,0.0,0.0
3,96,1,fission,0.0,0.0
4,96,1,fission,0.0,0.0
5,96,1,fission,0.0,0.0
6,96,1,fission,0.0,0.0
7,96,1,fission,0.0,0.0
8,96,1,fission,0.0,0.0
9,96,1,fission,0.0,0.0
10,96,1,fission,0.0,0.0
11,96,1,fission,0.0,0.0
12,96,1,fission,0.0,0.0
13,96,1,fission,0.0,0.0
14,96,1,fission,0.0,0.0
15,96,1,fission,0.0,0.0
16,96,1,fission,0.0,0.0
17,96,1,fission,0.0,0.0
18,96,1,fission,0.0,0.0
19,96,1,fission,0.0,0.0
20,96,1,fission,0.0,0.0
21,96,1,fission,0.0,0.0
22,96,1,fission,0.0,0.0
23,96,1,fission,0.0,0.0
24,96,1,fission,0.0,0.0
25,96,1,fission,0.0,0.0
26,96,1,fission,0.0,0.0
27,96,1,fission,0.0,0.0
28,96,1,fission,0.0,0.0
29,96,1,fission,1.1505114472729218e-05,3.941591198355553e-07
30,96,1,fission,4.365527400669906e-05,9.87457429760412e-07
31,96,1,fission,7.274012929050088e-05,1.8529138476484798e-06
32,96,1,fission,7.51132929839542e-05,1.761898358302745e-06
33,96,1,fission,7.594729538644182e-05,1.5142711638838039e-06
34,96,1,fission,7.641436739657656e-05,1.8404184246266959e-06
35,96,1,fission,7.536694604172573e-05,1.508007365634445e-06
36,96,1,fission,7.569112638882346e-05,1.6706961825307253e-06
37,96,1,fission,7.376422824499257e-05,1.585589729247388e-06
38,96,1,fission,7.496277381940569e-05,1.7127005829327414e-06
39,96,1,fission,7.64640867164784e-05,1.6907524306687977e-06
40,96,1,fission,7.904931372499331e-05,1.8426731866900041e-06
41,96,1,fission,7.50889698472209e-05,1.586848200123934e-06
42,96,1,fission,7.273751706345347e-05,1.5034561637786156e-06
43,96,1,fission,7.422251443348135e-05,1.520368057292665e-06
44,96,1,fission,7.164346046967597e-05,1.5656352735688265e-06
45,96,1,fission,7.269500316574591e-05,1.4622179830002995e-06
46,96,1,fission,7.656529353447663e-05,1.7405006001341454e-06
47,96,1,fission,7.744876580155332e-05,1.97739703743451e-06
48,96,1,fission,7.192500540332006e-05,1.6942350241808134e-06
49,96,1,fission,7.507167213396132e-05,2.1220587040232965e-06
50,96,1,fission,7.544456597753699e-05,1.782169961618242e-06
51,96,1,fission,7.558093638937964e-05,1.95549890207919e-06
52,96,1,fission,7.55017304211953e-05,1.8025471258656072e-06
53,96,1,fission,7.267760409567201e-05,1.6702244980852325e-06
54,96,1,fission,7.154354283214737e-05,1.5687803674430499e-06
55,96,1,fission,7.418641568911633e-05,1.9159857348104886e-06
56,96,1,fission,7.29577528294781e-05,1.4945963226475788e-06
57,96,1,fission,7.28349253388251e-05,1.685533807840663e-06
58,96,1,fission,7.775527886024668e-05,1.667266748270897e-06
59,96,1,fission,7.631131652960524e-05,1.935066617978522e-06
60,96,1,fission,7.339753900234501e-05,1.600231407606341e-06
61,96,1,fission,7.246039912405551e-05,1.6478677696017733e-06
62,96,1,fission,7.505125358276859e-05,1.6867595367797479e-06
63,96,1,fission,7.499476364203457e-05,1.7473783627113883e-06
64,96,1,fission,7.328670481660444e-05,1.478415951309211e-06
65,96,1,fission,7.2863838272693e-05,1.4830186597931335e-06
66,96,1,fission,7.359673189777717e-05,1.5029488654357808e-06
67,96,1,fission,7.470602982540914e-05,1.5548730535017257e-06
68,96,1,fission,7.599310239153396e-05,1.7660820791495827e-06
69,96,1,fission,7.5003071391469e-05,1.7746119833784245e-06
70,96,1,fission,7.442371168824684e-05,1.7530822789010858e-06
71,96,1,fission,4.4998274134599364e-05,1.0527033623504838e-06
72,96,1,fission,1.1668274973112365e-05,4.162732467343551e-07
73,96,1,fission,0.0,0.0
74,96,1,fission,0.0,0.0
75,96,1,fission,0.0,0.0
76,96,1,fission,0.0,0.0
77,96,1,fission,0.0,0.0
78,96,1,fission,0.0,0.0
79,96,1,fission,0.0,0.0
80,96,1,fission,0.0,0.0
81,96,1,fission,0.0,0.0
82,96,1,fission,0.0,0.0
83,96,1,fission,0.0,0.0
84,96,1,fission,0.0,0.0
85,96,1,fission,0.0,0.0
86,96,1,fission,0.0,0.0
87,96,1,fission,0.0,0.0
88,96,1,fission,0.0,0.0
89,96,1,fission,0.0,0.0
90,96,1,fission,0.0,0.0
91,96,1,fission,0.0,0.0
92,96,1,fission,0.0,0.0
93,96,1,fission,0.0,0.0
94,96,1,fission,0.0,0.0
95,96,1,fission,0.0,0.0
96,96,1,fission,0.0,0.0
97,96,1,fission,0.0,0.0
98,96,1,fission,0.0,0.0
99,96,1,fission,0.0,0.0
100,96,1,fission,0.0,0.0
1,97,1,fission,0.0,0.0
2,97,1,fission,0.0,0.0
3,97,1,fission,0.0,0.0
4,97,1,fission,0.0,0.0
5,97,1,fission,0.0,0.0
6,97,1,fission,0.0,0.0
7,97,1,fission,0.0,0.0
8,97,1,fission,0.0,0.0
9,97,1,fission,0.0,0.0
10,97,1,fission,0.0,0.0
11,97,1,fission,0.0,0.0
12,97,1,fission,0.0,0.0
13,97,1,fission,0.0,0.0
14,97,1,fission,0.0,0.0
15,97,1,fission,0.0,0.0
16,97,1,fission,0.0,0.0
17,97,1,fission,0.0,0.0
18,97,1,fission,0.0,0.0
19,97,1,fission,0.0,0.0
20,97,1,fission,0.0,0.0
21,97,1,fission,0.0,0.0
22,97,1,fission,0.0,0.0
23,97,1,fission,0.0,0.0
24,97,1,fission,0.0,0.0
25,97,1,fission,0.0,0.0
26,97,1,fission,0.0,0.0
27,97,1,fission,0.0,0.0
28,97,1,fission,0.0,0.0
29,97,1,fission,0.0,0.0
30,97,1,fission,0.0,0.0
31,97,1,fission,5.489713436401527e-06,2.2485758691834875e-07
32,97,1,fission,3.4662179958077744e-05,9.257799221666102e-07
33,97,1,fission,6.34517642108963e-05,1.3401885871050703e-06
34,97,1,fission,7.833979665276251e-05,2.1601016504923516e-06
35,97,1,fission,7.814352448831438e-05,1.6995555900681892e-06
36,97,1,fission,7.646888849636792e-05,1.6693096551524143e-06
37,97,1,fission,7.802298800738456e-05,1.707859634003526e-06
38,97,1,fission,7.75908249372389e-05,1.5311659123830385e-06
39,97,1,fission,7.647879639098274e-05,1.6208363130004308e-06
40,97,1,fission,7.576415896645492e-05,1.7604775821925659e-06
41,97,1,fission,7.366551302742009e-05,1.8210751547171452e-06
42,97,1,fission,7.277326820561049e-05,1.6945794333052185e-06
43,97,1,fission,7.304753564261833e-05,1.6386563206122865e-06
44,97,1,fission,7.459027860566128e-05,1.700818949601549e-06
45,97,1,fission,7.195257633876003e-05,1.5350721970100437e-06
46,97,1,fission,7.519933482221396e-05,1.8229275502554443e-06
47,97,1,fission,7.412176154344658e-05,1.797851758609334e-06
48,97,1,fission,7.596774549810059e-05,1.759905673694949e-06
49,97,1,fission,7.302940838080191e-05,1.7016790444299e-06
50,97,1,fission,7.315039545615834e-05,1.725892580499764e-06
51,97,1,fission,7.395303429307866e-05,1.722671623178992e-06
52,97,1,fission,7.411878940998016e-05,1.6853020236623124e-06
53,97,1,fission,7.459692452858292e-05,1.6499550562325316e-06
54,97,1,fission,7.624326748167508e-05,1.7155454271077249e-06
55,97,1,fission,7.413690148792613e-05,1.588632037311118e-06
56,97,1,fission,7.626671184835803e-05,1.7426341857559901e-06
57,97,1,fission,7.559386153202287e-05,1.5812161321555947e-06
58,97,1,fission,7.770835411504254e-05,1.929289344068238e-06
59,97,1,fission,7.550162449752752e-05,1.8674074104995882e-06
60,97,1,fission,7.465320487487555e-05,1.683434184702177e-06
61,97,1,fission,7.587599847813257e-05,1.7653529331483742e-06
62,97,1,fission,7.643641833584452e-05,1.7949108651155237e-06
63,97,1,fission,7.643722621619705e-05,1.8056285803067795e-06
64,97,1,fission,7.628324402573884e-05,1.7696213896248057e-06
65,97,1,fission,7.562877877607969e-05,1.7863811921897959e-06
66,97,1,fission,7.552341703459347e-05,1.7360700363133468e-06
67,97,1,fission,7.544779119489297e-05,1.4757937724601523e-06
68,97,1,fission,6.34258076790567e-05,1.401581588203991e-06
69,97,1,fission,3.4450203448079195e-05,9.283490607995083e-07
70,97,1,fission,5.53746440572616e-06,2.311682386205803e-07
71,97,1,fission,0.0,0.0
72,97,1,fission,0.0,0.0
73,97,1,fission,0.0,0.0
74,97,1,fission,0.0,0.0
75,97,1,fission,0.0,0.0
76,97,1,fission,0.0,0.0
77,97,1,fission,0.0,0.0
78,97,1,fission,0.0,0.0
79,97,1,fission,0.0,0.0
80,97,1,fission,0.0,0.0
81,97,1,fission,0.0,0.0
82,97,1,fission,0.0,0.0
83,97,1,fission,0.0,0.0
84,97,1,fission,0.0,0.0
85,97,1,fission,0.0,0.0
86,97,1,fission,0.0,0.0
87,97,1,fission,0.0,0.0
88,97,1,fission,0.0,0.0
89,97,1,fission,0.0,0.0
90,97,1,fission,0.0,0.0
91,97,1,fission,0.0,0.0
92,97,1,fission,0.0,0.0
93,97,1,fission,0.0,0.0
94,97,1,fission,0.0,0.0
95,97,1,fission,0.0,0.0
96,97,1,fission,0.0,0.0
97,97,1,fission,0.0,0.0
98,97,1,fission,0.0,0.0
99,97,1,fission,0.0,0.0
100,97,1,fission,0.0,0.0
1,98,1,fission,0.0,0.0
2,98,1,fission,0.0,0.0
3,98,1,fission,0.0,0.0
4,98,1,fission,0.0,0.0
5,98,1,fission,0.0,0.0
6,98,1,fission,0.0,0.0
7,98,1,fission,0.0,0.0
8,98,1,fission,0.0,0.0
9,98,1,fission,0.0,0.0
10,98,1,fission,0.0,0.0
11,98,1,fission,0.0,0.0
12,98,1,fission,0.0,0.0
13,98,1,fission,0.0,0.0
14,98,1,fission,0.0,0.0
15,98,1,fission,0.0,0.0
16,98,1,fission,0.0,0.0
17,98,1,fission,0.0,0.0
18,98,1,fission,0.0,0.0
19,98,1,fission,0.0,0.0
20,98,1,fission,0.0,0.0
21,98,1,fission,0.0,0.0
22,98,1,fission,0.0,0.0
23,98,1,fission,0.0,0.0
24,98,1,fission,0.0,0.0
25,98,1,fission,0.0,0.0
26,98,1,fission,0.0,0.0
27,98,1,fission,0.0,0.0
28,98,1,fission,0.0,0.0
29,98,1,fission,0.0,0.0
30,98,1,fission,0.0,0.0
31,98,1,fission,0.0,0.0
32,98,1,fission,0.0,0.0
33,98,1,fission,4.660235751421444e-08,5.665680641050386e-09
34,98,1,fission,1.565487364087052e-05,4.6971496067366715e-07
35,98,1,fission,4.0905451142386004e-05,1.1677147989896184e-06
36,98,1,fission,6.713609596643329e-05,1.7377039734260946e-06
37,98,1,fission,7.693896523934435e-05,1.7542574966054268e-06
38,98,1,fission,7.799085476869534e-05,1.631881731630592e-06
39,98,1,fission,7.540475441050794e-05,1.6372416512152615e-06
40,98,1,fission,7.479135785464628e-05,1.672726939655402e-06
41,98,1,fission,7.628455090491216e-05,1.726161742795505e-06
42,98,1,fission,7.684786031539789e-05,1.6298908103032068e-06
43,98,1,fission,7.52221452416753e-05,1.579481712354164e-06
44,98,1,fission,7.786978189187259e-05,1.654566118169667e-06
45,98,1,fission,7.328602560771245e-05,1.9495860210315625e-06
46,98,1,fission,7.23921397862028e-05,1.8392736244468215e-06
47,98,1,fission,7.532396220648601e-05,1.6583253074880022e-06
48,98,1,fission,7.588109175468275e-05,1.9883634819046124e-06
49,98,1,fission,7.378474601061923e-05,1.8026052138206344e-06
50,98,1,fission,7.329966314847287e-05,1.983393602594081e-06
51,98,1,fission,7.361600640284278e-05,1.8309656329627251e-06
52,98,1,fission,7.280422947683759e-05,1.7051846265157939e-06
53,98,1,fission,7.307750874355846e-05,1.5137528903088545e-06
54,98,1,fission,7.250042743128611e-05,1.8314978439330712e-06
55,98,1,fission,7.437473804196254e-05,1.6324361212771444e-06
56,98,1,fission,7.524646767537068e-05,1.822399432246502e-06
57,98,1,fission,7.481712062180033e-05,1.7752207740166911e-06
58,98,1,fission,7.402071736212418e-05,1.8136125925638347e-06
59,98,1,fission,7.343845394351292e-05,1.7844026563742326e-06
60,98,1,fission,7.584620428316682e-05,1.7737089525486403e-06
61,98,1,fission,7.374122379233393e-05,1.5220654775207394e-06
62,98,1,fission,7.813681027784901e-05,1.6213306259810366e-06
63,98,1,fission,7.749247128210847e-05,1.9224038847116196e-06
64,98,1,fission,7.613235581240484e-05,1.8802635119445132e-06
65,98,1,fission,6.63826417718585e-05,1.6079098532134995e-06
66,98,1,fission,4.074349031912209e-05,1.0784577464118543e-06
67,98,1,fission,1.4787890444363513e-05,4.4523711720793744e-07
68,98,1,fission,5.3287506249971005e-08,9.564874151470455e-09
69,98,1,fission,0.0,0.0
70,98,1,fission,0.0,0.0
71,98,1,fission,0.0,0.0
72,98,1,fission,0.0,0.0
73,98,1,fission,0.0,0.0
74,98,1,fission,0.0,0.0
75,98,1,fission,0.0,0.0
76,98,1,fission,0.0,0.0
77,98,1,fission,0.0,0.0
78,98,1,fission,0.0,0.0
79,98,1,fission,0.0,0.0
80,98,1,fission,0.0,0.0
81,98,1,fission,0.0,0.0
82,98,1,fission,0.0,0.0
83,98,1,fission,0.0,0.0
84,98,1,fission,0.0,0.0
85,98,1,fission,0.0,0.0
86,98,1,fission,0.0,0.0
87,98,1,fission,0.0,0.0
88,98,1,fission,0.0,0.0
89,98,1,fission,0.0,0.0
90,98,1,fission,0.0,0.0
91,98,1,fission,0.0,0.0
92,98,1,fission,0.0,0.0
93,98,1,fission,0.0,0.0
94,98,1,fission,0.0,0.0
95,98,1,fission,0.0,0.0
96,98,1,fission,0.0,0.0
97,98,1,fission,0.0,0.0
98,98,1,fission,0.0,0.0
99,98,1,fission,0.0,0.0
100,98,1,fission,0.0,0.0
1,99,1,fission,0.0,0.0
2,99,1,fission,0.0,0.0
3,99,1,fission,0.0,0.0
4,99,1,fission,0.0,0.0
5,99,1,fission,0.0,0.0
6,99,1,fission,0.0,0.0
7,99,1,fission,0.0,0.0
8,99,1,fission,0.0,0.0
9,99,1,fission,0.0,0.0
10,99,1,fission,0.0,0.0
11,99,1,fission,0.0,0.0
12,99,1,fission,0.0,0.0
13,99,1,fission,0.0,0.0
14,99,1,fission,0.0,0.0
15,99,1,fission,0.0,0.0
16,99,1,fission,0.0,0.0
17,99,1,fission,0.0,0.0
18,99,1,fission,0.0,0.0
19,99,1,fission,0.0,0.0
20,99,1,fission,0.0,0.0
21,99,1,fission,0.0,0.0
22,99,1,fission,0.0,0.0
23,99,1,fission,0.0,0.0
24,99,1,fission,0.0,0.0
25,99,1,fission,0.0,0.0
26,99,1,fission,0.0,0.0
27,99,1,fission,0.0,0.0
28,99,1,fission,0.0,0.0
29,99,1,fission,0.0,0.0
30,99,1,fission,0.0,0.0
31,99,1,fission,0.0,0.0
32,99,1,fission,0.0,0.0
33,99,1,fission,0.0,0.0
34,99,1,fission,0.0,0.0
35,99,1,fission,0.0,0.0
36,99,1,fission,0.0,0.0
37,99,1,fission,1.0648808405677395e-05,3.6383744021971943e-07
38,99,1,fission,3.0954636799669245e-05,8.182792556359863e-07
39,99,1,fission,5.073628881265166e-05,1.24569339331693e-06
40,99,1,fission,6.63645165908923e-05,1.507596043717945e-06
41,99,1,fission,7.620313099245983e-05,1.6684576534275587e-06
42,99,1,fission,7.942727318354496e-05,1.6682008520362669e-06
43,99,1,fission,7.554891298534159e-05,1.6296797604401087e-06
44,99,1,fission,7.815599978489246e-05,2.097836159437768e-06
45,99,1,fission,7.331774161403365e-05,1.6317870097263564e-06
46,99,1,fission,7.438665415506467e-05,1.5527884840897132e-06
47,99,1,fission,7.730202024072727e-05,1.8463469043913022e-06
48,99,1,fission,7.567277042054084e-05,1.4530390958528778e-06
49,99,1,fission,7.499950890256824e-05,1.7593600360000683e-06
50,99,1,fission,7.793171525978731e-05,1.9113372249892283e-06
51,99,1,fission,7.429135203102317e-05,1.793930534402619e-06
52,99,1,fission,7.36915726049664e-05,1.613238129667293e-06
53,99,1,fission,7.417402035503046e-05,1.4757606182772506e-06
54,99,1,fission,7.264012811807551e-05,1.5995326868916693e-06
55,99,1,fission,7.587566850414415e-05,1.5602073767330187e-06
56,99,1,fission,7.735833137050149e-05,1.852855254689087e-06
57,99,1,fission,7.687299808403838e-05,1.696871921999821e-06
58,99,1,fission,7.633975094589034e-05,1.5467533032067509e-06
59,99,1,fission,7.674492724888234e-05,1.783720199951666e-06
60,99,1,fission,7.500731489887614e-05,1.8537508244515779e-06
61,99,1,fission,6.682231835508466e-05,1.4192416564326187e-06
62,99,1,fission,4.731301809858249e-05,1.161447945238166e-06
63,99,1,fission,3.176571669484981e-05,7.968219851383929e-07
64,99,1,fission,1.106740358630364e-05,4.504426265130206e-07
65,99,1,fission,0.0,0.0
66,99,1,fission,0.0,0.0
67,99,1,fission,0.0,0.0
68,99,1,fission,0.0,0.0
69,99,1,fission,0.0,0.0
70,99,1,fission,0.0,0.0
71,99,1,fission,0.0,0.0
72,99,1,fission,0.0,0.0
73,99,1,fission,0.0,0.0
74,99,1,fission,0.0,0.0
75,99,1,fission,0.0,0.0
76,99,1,fission,0.0,0.0
77,99,1,fission,0.0,0.0
78,99,1,fission,0.0,0.0
79,99,1,fission,0.0,0.0
80,99,1,fission,0.0,0.0
81,99,1,fission,0.0,0.0
82,99,1,fission,0.0,0.0
83,99,1,fission,0.0,0.0
84,99,1,fission,0.0,0.0
85,99,1,fission,0.0,0.0
86,99,1,fission,0.0,0.0
87,99,1,fission,0.0,0.0
88,99,1,fission,0.0,0.0
89,99,1,fission,0.0,0.0
90,99,1,fission,0.0,0.0
91,99,1,fission,0.0,0.0
92,99,1,fission,0.0,0.0
93,99,1,fission,0.0,0.0
94,99,1,fission,0.0,0.0
95,99,1,fission,0.0,0.0
96,99,1,fission,0.0,0.0
97,99,1,fission,0.0,0.0
98,99,1,fission,0.0,0.0
99,99,1,fission,0.0,0.0
100,99,1,fission,0.0,0.0
1,100,1,fission,0.0,0.0
2,100,1,fission,0.0,0.0
3,100,1,fission,0.0,0.0
4,100,1,fission,0.0,0.0
5,100,1,fission,0.0,0.0
6,100,1,fission,0.0,0.0
7,100,1,fission,0.0,0.0
8,100,1,fission,0.0,0.0
9,100,1,fission,0.0,0.0
10,100,1,fission,0.0,0.0
11,100,1,fission,0.0,0.0
12,100,1,fission,0.0,0.0
13,100,1,fission,0.0,0.0
14,100,1,fission,0.0,0.0
15,100,1,fission,0.0,0.0
16,100,1,fission,0.0,0.0
17,100,1,fission,0.0,0.0
18,100,1,fission,0.0,0.0
19,100,1,fission,0.0,0.0
20,100,1,fission,0.0,0.0
21,100,1,fission,0.0,0.0
22,100,1,fission,0.0,0.0
23,100,1,fission,0.0,0.0
24,100,1,fission,0.0,0.0
25,100,1,fission,0.0,0.0
26,100,1,fission,0.0,0.0
27,100,1,fission,0.0,0.0
28,100,1,fission,0.0,0.0
29,100,1,fission,0.0,0.0
30,100,1,fission,0.0,0.0
31,100,1,fission,0.0,0.0
32,100,1,fission,0.0,0.0
33,100,1,fission,0.0,0.0
34,100,1,fission,0.0,0.0
35,100,1,fission,0.0,0.0
36,100,1,fission,0.0,0.0
37,100,1,fission,0.0,0.0
38,100,1,fission,0.0,0.0
39,100,1,fission,0.0,0.0
40,100,1,fission,0.0,0.0
41,100,1,fission,6.736023730133526e-06,2.5006784327398125e-07
42,100,1,fission,2.087811632490235e-05,6.147402878796959e-07
43,100,1,fission,3.3204370918892425e-05,8.386357634963482e-07
44,100,1,fission,4.547215566065613e-05,1.1957168430387308e-06
45,100,1,fission,5.377709479571562e-05,1.284531223491477e-06
46,100,1,fission,6.150847171565208e-05,1.57381328309138e-06
47,100,1,fission,6.795090535245934e-05,1.566205526223255e-06
48,100,1,fission,6.895733709016146e-05,1.5846640175646583e-06
49,100,1,fission,7.451595503777253e-05,1.9484311810195387e-06
50,100,1,fission,7.948336843443564e-05,1.5656158239439172e-06
51,100,1,fission,7.520082577185237e-05,1.6029851631076467e-06
52,100,1,fission,7.307830434894894e-05,1.518121895602691e-06
53,100,1,fission,7.157528342786063e-05,1.4795340793784793e-06
54,100,1,fission,6.651182966115967e-05,1.3217124671397958e-06
55,100,1,fission,6.259808048933438e-05,1.328695266477723e-06
56,100,1,fission,5.2294780574393714e-05,1.3969313995638688e-06
57,100,1,fission,4.380219171429864e-05,1.163661197913269e-06
58,100,1,fission,3.251743016587692e-05,9.9136921278039e-07
59,100,1,fission,2.1522574313449904e-05,7.501147908569901e-07
60,100,1,fission,6.66397935897426e-06,2.4185418875583006e-07
61,100,1,fission,0.0,0.0
62,100,1,fission,0.0,0.0
63,100,1,fission,0.0,0.0
64,100,1,fission,0.0,0.0
65,100,1,fission,0.0,0.0
66,100,1,fission,0.0,0.0
67,100,1,fission,0.0,0.0
68,100,1,fission,0.0,0.0
69,100,1,fission,0.0,0.0
70,100,1,fission,0.0,0.0
71,100,1,fission,0.0,0.0
72,100,1,fission,0.0,0.0
73,100,1,fission,0.0,0.0
74,100,1,fission,0.0,0.0
75,100,1,fission,0.0,0.0
76,100,1,fission,0.0,0.0
