mesh 1,mesh 1,mesh 1,score,mean,std. dev.
x,y,z,,,
10,13,1,fission,0.0,0.0
11,13,1,fission,0.0,0.0
12,13,1,fission,0.0,0.0
13,13,1,fission,0.0,0.0
14,13,1,fission,0.0,0.0
15,13,1,fission,0.0,0.0
16,13,1,fission,0.0,0.0
17,13,1,fission,1.34961877804089e-05,4.500582574293775e-07
18,13,1,fission,6.905972454979771e-05,1.6716027882731325e-06
19,13,1,fission,7.71875527400276e-05,1.5820796916753396e-06
20,13,1,fission,7.856767251790934e-05,1.6888640314579476e-06
21,13,1,fission,7.624360938159421e-05,1.8020165431835838e-06
22,13,1,fission,7.802038158540148e-05,1.8673287318250946e-06
23,13,1,fission,7.870564054873142e-05,1.7731513704387218e-06
24,13,1,fission,7.657235439447725e-05,1.989406840075722e-06
25,13,1,fission,7.342520970102878e-05,1.5089180115815066e-06
26,13,1,fission,7.388099431256538e-05,1.6276902201712324e-06
27,13,1,fission,7.46705698654875e-05,1.565114517591419e-06
28,13,1,fission,7.720775786341179e-05,1.6675792763577068e-06
29,13,1,fission,7.642989523344214e-05,1.799073762125821e-06
30,13,1,fission,7.452591155088181e-05,1.4727288636633455e-06
31,13,1,fission,7.509172865791003e-05,1.7341728764216008e-06
32,13,1,fission,7.338390578128785e-05,1.8011234672562869e-06
33,13,1,fission,7.081094487818808e-05,1.8535906091811279e-06
34,13,1,fission,7.431503415402028e-05,1.6505389738136007e-06
35,13,1,fission,7.207246025395485e-05,1.9808535121691752e-06
36,13,1,fission,7.357928598592694e-05,1.5709778302744195e-06
37,13,1,fission,7.434273927735715e-05,1.6404331275213212e-06
38,13,1,fission,6.99421031066952e-05,1.4677877335725555e-06
39,13,1,fission,7.115585110175948e-05,1.5195838382805139e-06
40,13,1,fission,6.823231301645807e-05,1.4904051539118205e-06
41,13,1,fission,7.274203150140431e-05,1.6502085207196365e-06
42,13,1,fission,7.339951939326809e-05,1.4223710216840997e-06
43,13,1,fission,7.51023339260816e-05,1.6377554253294621e-06
44,13,1,fission,7.350153165793263e-05,1.539625284127178e-06
45,13,1,fission,7.452390081234086e-05,1.58425342438712e-06
46,13,1,fission,7.33376924218452e-05,1.3966642204983534e-06
47,13,1,fission,7.512892617651863e-05,1.667998216201527e-06
48,13,1,fission,7.302962289930361e-05,1.8509938183679392e-06
49,13,1,fission,7.191809344681848e-05,1.639375120267747e-06
50,13,1,fission,7.392176258485662e-05,1.6368595170912222e-06
51,13,1,fission,7.54816875483872e-05,1.6870181527406955e-06
52,13,1,fission,7.617101123510249e-05,2.0017208263259063e-06
53,13,1,fission,7.661069327011578e-05,1.6650882302235246e-06
54,13,1,fission,7.571393561466563e-05,1.6504241904809794e-06
55,13,1,fission,7.386445545107579e-05,1.7979653408556784e-06
56,13,1,fission,7.196989725364194e-05,1.727914866704942e-06
57,13,1,fission,7.185616581929146e-05,1.5995046249776363e-06
58,13,1,fission,7.387344358705327e-05,1.606901164540772e-06
59,13,1,fission,7.196298194614943e-05,1.6317284157225945e-06
60,13,1,fission,7.499060139037755e-05,1.7409722982064395e-06
61,13,1,fission,7.076350768180138e-05,1.4141070943407815e-06
62,13,1,fission,7.16676310688441e-05,1.5728565827799205e-06
63,13,1,fission,7.098926931516322e-05,1.7441610220104802e-06
64,13,1,fission,7.550942986301932e-05,1.6666481928578722e-06
65,13,1,fission,7.432249014650854e-05,1.4262419209983889e-06
66,13,1,fission,7.4901628485622e-05,1.536149933263821e-06
67,13,1,fission,7.213213863880486e-05,1.6441509020920728e-06
68,13,1,fission,7.380591698979385e-05,1.7117873515663138e-06
69,13,1,fission,7.548764463488073e-05,1.6470760062167547e-06
70,13,1,fission,7.45860290838518e-05,1.797884843049428e-06
71,13,1,fission,7.209702274096475e-05,1.6904915230505927e-06
72,13,1,fission,7.45275371308017e-05,1.936697724014701e-06
73,13,1,fission,7.305118124520644e-05,1.624997440543302e-06
74,13,1,fission,7.453761653901989e-05,1.5670029609799444e-06
75,13,1,fission,7.539382474220061e-05,1.387656889601258e-06
76,13,1,fission,7.445356073306221e-05,1.6934199002351539e-06
77,13,1,fission,7.572753990908184e-05,1.7336271785670222e-06
78,13,1,fission,7.681480244479773e-05,1.6471426623870962e-06
79,13,1,fission,7.797608125123449e-05,1.932823987761807e-06
80,13,1,fission,7.849595927788114e-05,2.0748280894587515e-06
81,13,1,fission,7.47731396262657e-05,1.4675782766670684e-06
82,13,1,fission,7.91036054961363e-05,1.8994494901935599e-06
83,13,1,fission,6.820440138923482e-05,1.7150806392915825e-06
84,13,1,fission,1.360761542591468e-05,3.951586071343654e-07
85,13,1,fission,0.0,0.0
86,13,1,fission,0.0,0.0
87,13,1,fission,0.0,0.0
88,13,1,fission,0.0,0.0
89,13,1,fission,0.0,0.0
90,13,1,fission,0.0,0.0
91,13,1,fission,0.0,0.0
92,13,1,fission,0.0,0.0
93,13,1,fission,0.0,0.0
94,13,1,fission,0.0,0.0
95,13,1,fission,0.0,0.0
96,13,1,fission,0.0,0.0
97,13,1,fission,0.0,0.0
98,13,1,fission,0.0,0.0
99,13,1,fission,0.0,0.0
100,13,1,fission,0.0,0.0
1,14,1,fission,0.0,0.0
2,14,1,fission,0.0,0.0
3,14,1,fission,0.0,0.0
4,14,1,fission,0.0,0.0
5,14,1,fission,0.0,0.0
6,14,1,fission,0.0,0.0
7,14,1,fission,0.0,0.0
8,14,1,fission,0.0,0.0
9,14,1,fission,0.0,0.0
10,14,1,fission,0.0,0.0
11,14,1,fission,0.0,0.0
12,14,1,fission,0.0,0.0
13,14,1,fission,0.0,0.0
14,14,1,fission,0.0,0.0
15,14,1,fission,0.0,0.0
16,14,1,fission,1.7120171345555263e-05,5.363744460559885e-07
17,14,1,fission,6.949600472869924e-05,1.5043595519635543e-06
18,14,1,fission,7.44433912107081e-05,1.6499983093852196e-06
19,14,1,fission,7.554630308358213e-05,1.7066727647677295e-06
20,14,1,fission,7.483437890486208e-05,1.7764872016738527e-06
21,14,1,fission,7.82777457697692e-05,2.2246201973675646e-06
22,14,1,fission,7.692738424069181e-05,1.8190353221657411e-06
23,14,1,fission,7.560322198653529e-05,1.6362532962723652e-06
24,14,1,fission,7.628416166587457e-05,1.8799034685710714e-06
25,14,1,fission,7.543824914564985e-05,1.722402837364856e-06
26,14,1,fission,7.482378254945316e-05,1.8945448550612845e-06
27,14,1,fission,7.528549562192518e-05,1.715171618415846e-06
28,14,1,fission,7.517947954379509e-05,1.6504360979547337e-06
29,14,1,fission,7.727822952891099e-05,1.965919968192064e-06
30,14,1,fission,7.622441031855066e-05,1.7619245290596662e-06
31,14,1,fission,7.513379358317832e-05,1.5977177785786276e-06
32,14,1,fission,7.273786881768536e-05,1.53950378433733e-06
33,14,1,fission,7.31529358892802e-05,1.6313841499148788e-06
34,14,1,fission,7.219103604928168e-05,1.6002311014169185e-06
35,14,1,fission,7.295684955269172e-05,1.3987141114193898e-06
36,14,1,fission,7.19585835665826e-05,1.5512684891301883e-06
37,14,1,fission,7.033785236877685e-05,1.7161209829045108e-06
38,14,1,fission,7.185840466533247e-05,1.8171739503637925e-06
39,14,1,fission,7.394862665637304e-05,1.6335312447929414e-06
40,14,1,fission,7.477262816901825e-05,2.9765401114127326e-06
41,14,1,fission,7.32898260801395e-05,1.532750243024767e-06
42,14,1,fission,7.132152024070294e-05,1.4963327989563937e-06
43,14,1,fission,7.415757226844528e-05,1.548207492000418e-06
44,14,1,fission,7.24886087935336e-05,1.6534227256377987e-06
45,14,1,fission,7.332859303839411e-05,1.61617752653964e-06
46,14,1,fission,7.399308680770253e-05,1.7061881198806172e-06
47,14,1,fission,7.458359816469886e-05,1.8798578212851795e-06
48,14,1,fission,7.352202043832229e-05,1.7819439749647147e-06
49,14,1,fission,7.32743265343446e-05,1.5789989417236725e-06
50,14,1,fission,7.524271966735728e-05,1.6255057054153415e-06
51,14,1,fission,7.73210205072158e-05,1.7682130383228461e-06
52,14,1,fission,7.480467098403499e-05,1.637218555837461e-06
53,14,1,fission,7.136185804636016e-05,1.2991797356809046e-06
54,14,1,fission,7.354190637143988e-05,1.6393056734105358e-06
55,14,1,fission,7.307080609503883e-05,1.7568871426593756e-06
56,14,1,fission,7.317418701420259e-05,1.8230770573924186e-06
57,14,1,fission,7.111087399724673e-05,1.6981794518487797e-06
58,14,1,fission,7.381966998931001e-05,1.6965586815815278e-06
59,14,1,fission,7.409723170888376e-05,1.4780440734045395e-06
60,14,1,fission,7.401382706911319e-05,1.760154078789243e-06
61,14,1,fission,7.138045018667549e-05,1.614681769029907e-06
62,14,1,fission,7.254691318488422e-05,1.4284195315180036e-06
63,14,1,fission,7.154574116947611e-05,1.8216613140843896e-06
64,14,1,fission,7.55384670849774e-05,1.657470974517455e-06
65,14,1,fission,7.673326186157118e-05,1.76436632822689e-06
66,14,1,fission,7.185082434839049e-05,1.3150180827703693e-06
67,14,1,fission,7.304370428428366e-05,1.607001482771048e-06
68,14,1,fission,7.168561722369116e-05,1.583392098270851e-06
69,14,1,fission,7.466378975247749e-05,1.6616172085916253e-06
70,14,1,fission,7.302331856876294e-05,1.646055364455701e-06
71,14,1,fission,7.422373787779376e-05,1.8282605731543982e-06
72,14,1,fission,7.559960450334225e-05,1.8532445504067274e-06
73,14,1,fission,7.34356912898579e-05,1.8672603258010821e-06
74,14,1,fission,7.73122066392653e-05,1.937104572195091e-06
75,14,1,fission,7.676550263555819e-05,1.8877517124149846e-06
76,14,1,fission,7.550635161449988e-05,1.8390540685739306e-06
77,14,1,fission,7.718824102399028e-05,1.8264534885330682e-06
78,14,1,fission,7.699462097417741e-05,1.8594670112121754e-06
79,14,1,fission,7.634612845228795e-05,1.858921730747613e-06
80,14,1,fission,7.674564384290163e-05,1.7941614523231368e-06
81,14,1,fission,7.570544479197355e-05,1.8169032288941174e-06
82,14,1,fission,7.719913284958708e-05,1.8302523587532787e-06
83,14,1,fission,7.954459191737686e-05,1.7561651290205497e-06
84,14,1,fission,7.418628791285107e-05,1.8239638309742786e-06
85,14,1,fission,1.7878989342450277e-05,5.793086842080756e-07
86,14,1,fission,0.0,0.0
87,14,1,fission,0.0,0.0
88,14,1,fission,0.0,0.0
89,14,1,fission,0.0,0.0
90,14,1,fission,0.0,0.0
91,14,1,fission,0.0,0.0
92,14,1,fission,0.0,0.0
93,14,1,fission,0.0,0.0
94,14,1,fission,0.0,0.0
95,14,1,fission,0.0,0.0
96,14,1,fission,0.0,0.0
97,14,1,fission,0.0,0.0
98,14,1,fission,0.0,0.0
99,14,1,fission,0.0,0.0
100,14,1,fission,0.0,0.0
1,15,1,fission,0.0,0.0
2,15,1,fission,0.0,0.0
3,15,1,fission,0.0,0.0
4,15,1,fission,0.0,0.0
5,15,1,fission,0.0,0.0
6,15,1,fission,0.0,0.0
7,15,1,fission,0.0,0.0
8,15,1,fission,0.0,0.0
9,15,1,fission,0.0,0.0
10,15,1,fission,0.0,0.0
11,15,1,fission,0.0,0.0
12,15,1,fission,0.0,0.0
13,15,1,fission,0.0,0.0
14,15,1,fission,0.0,0.0
15,15,1,fission,1.92130142698184e-05,4.986680835356942e-07
16,15,1,fission,7.385324142225592e-05,1.8330042274457058e-06
17,15,1,fission,7.610496098390107e-05,1.929410510157155e-06
18,15,1,fission,7.323941504930107e-05,1.7857500398036876e-06
19,15,1,fission,7.600281987648994e-05,1.7187570294632894e-06
20,15,1,fission,7.5589658428444e-05,1.8272249802614973e-06
21,15,1,fission,7.702812663761207e-05,1.6280473590111784e-06
22,15,1,fission,7.465790455375978e-05,1.629838463714359e-06
23,15,1,fission,7.627436732170817e-05,1.702853263873497e-06
24,15,1,fission,7.535980801933164e-05,1.9096418557052237e-06
25,15,1,fission,7.490870688912668e-05,1.956520371473809e-06
26,15,1,fission,7.05739749291861e-05,1.7233331104300993e-06
27,15,1,fission,7.224349447503657e-05,1.699473863568791e-06
28,15,1,fission,7.406140351549133e-05,1.770420430331188e-06
29,15,1,fission,7.41400863545267e-05,1.5745352218146387e-06
30,15,1,fission,7.306256360274268e-05,1.7000903661951827e-06
31,15,1,fission,7.274624619276615e-05,1.67312877902741e-06
32,15,1,fission,7.127003728126217e-05,1.5340994104725002e-06
33,15,1,fission,7.242747623840527e-05,1.5352460819023994e-06
34,15,1,fission,7.404563707429692e-05,1.4187941883446782e-06
35,15,1,fission,7.004691878440041e-05,1.545428947026261e-06
36,15,1,fission,6.992804926718508e-05,1.8550069909627772e-06
37,15,1,fission,7.203295713177815e-05,1.341099713151684e-06
38,15,1,fission,7.258080767731266e-05,1.6888639938010238e-06
39,15,1,fission,7.223244663164808e-05,1.5938832648889134e-06
40,15,1,fission,7.574817065144036e-05,2.514946559744062e-06
41,15,1,fission,7.347429440268192e-05,2.6293327862134507e-06
42,15,1,fission,7.351480676756618e-05,1.7083109325957404e-06
43,15,1,fission,7.403218848622485e-05,1.586342110864381e-06
44,15,1,fission,7.433680655645792e-05,1.6686968736466313e-06
45,15,1,fission,7.511525584237771e-05,1.7278818099988598e-06
46,15,1,fission,7.473004527420174e-05,1.6219118340903833e-06
47,15,1,fission,7.18811702780545e-05,1.5784452995172628e-06
48,15,1,fission,7.356558554361795e-05,1.8116303971931767e-06
49,15,1,fission,7.613692109640072e-05,1.6685003455407546e-06
50,15,1,fission,7.267808239818197e-05,1.7277426996124457e-06
51,15,1,fission,7.375985038622716e-05,1.769188551336327e-06
52,15,1,fission,7.466484834026651e-05,1.8839064322375706e-06
53,15,1,fission,7.149338524828984e-05,1.3539212185361125e-06
54,15,1,fission,7.596755557894274e-05,1.77981238978466e-06
55,15,1,fission,7.488758043379025e-05,1.6759952949627124e-06
56,15,1,fission,7.21903371069028e-05,1.5201232767798226e-06
57,15,1,fission,7.009828072074329e-05,1.5930722275567497e-06
58,15,1,fission,7.134291874469138e-05,1.5490472644396724e-06
59,15,1,fission,7.20124701685247e-05,1.5362829173674266e-06
60,15,1,fission,7.116569567051199e-05,1.5399656037582136e-06
61,15,1,fission,7.125199196952502e-05,1.750097936661819e-06
62,15,1,fission,7.13536993638329e-05,1.6357586422365068e-06
63,15,1,fission,7.40078164748343e-05,1.5324020724626844e-06
64,15,1,fission,7.406438128689535e-05,1.6235824934158944e-06
65,15,1,fission,7.305442425565788e-05,1.685338989041242e-06
66,15,1,fission,7.313006987320858e-05,1.6438841299802384e-06
67,15,1,fission,7.056115200073332e-05,1.7283872264780367e-06
68,15,1,fission,6.985171974384697e-05,1.6244843190905095e-06
69,15,1,fission,7.002404670712159e-05,1.3684641870565887e-06
70,15,1,fission,7.433420993573977e-05,1.5602831306502303e-06
71,15,1,fission,7.526344109420004e-05,1.5608101148602803e-06
72,15,1,fission,7.54132676437158e-05,1.6684013873588165e-06
73,15,1,fission,7.574345715644083e-05,2.071517235811202e-06
74,15,1,fission,7.778891734306792e-05,2.213585865200715e-06
75,15,1,fission,7.758891746832252e-05,1.9060975360082239e-06
76,15,1,fission,7.500229878629223e-05,1.7661953427374734e-06
77,15,1,fission,7.370853299881917e-05,1.690637378088687e-06
78,15,1,fission,7.518676568379514e-05,1.3292667611510818e-06
79,15,1,fission,7.38289966203018e-05,1.6464022471280278e-06
80,15,1,fission,7.643587548358334e-05,1.874949968542245e-06
81,15,1,fission,7.682461559667629e-05,1.6441390386938962e-06
82,15,1,fission,7.716178520351098e-05,1.680412196797695e-06
83,15,1,fission,7.561611559336218e-05,1.8810694982991388e-06
84,15,1,fission,7.811833315664551e-05,1.809271573029442e-06
85,15,1,fission,7.433252897007197e-05,1.6581614861400117e-06
86,15,1,fission,1.984880860287616e-05,5.808986527861372e-07
87,15,1,fission,0.0,0.0
88,15,1,fission,0.0,0.0
89,15,1,fission,0.0,0.0
90,15,1,fission,0.0,0.0
91,15,1,fission,0.0,0.0
92,15,1,fission,0.0,0.0
93,15,1,fission,0.0,0.0
94,15,1,fission,0.0,0.0
95,15,1,fission,0.0,0.0
96,15,1,fission,0.0,0.0
97,15,1,fission,0.0,0.0
98,15,1,fission,0.0,0.0
99,15,1,fission,0.0,0.0
100,15,1,fission,0.0,0.0
1,16,1,fission,0.0,0.0
2,16,1,fission,0.0,0.0
3,16,1,fission,0.0,0.0
4,16,1,fission,0.0,0.0
5,16,1,fission,0.0,0.0
6,16,1,fission,0.0,0.0
7,16,1,fission,0.0,0.0
8,16,1,fission,0.0,0.0
9,16,1,fission,0.0,0.0
10,16,1,fission,0.0,0.0
11,16,1,fission,0.0,0.0
12,16,1,fission,0.0,0.0
13,16,1,fission,0.0,0.0
14,16,1,fission,1.966551897860295e-05,8.768321685800067e-07
15,16,1,fission,7.539025965875334e-05,2.30379119542176e-06
16,16,1,fission,7.742212544299839e-05,1.8353498533507751e-06
17,16,1,fission,7.718981518231988e-05,1.46627972353236e-06
18,16,1,fission,7.447632491825388e-05,1.5216314313922188e-06
19,16,1,fission,7.334657901663497e-05,1.684141792203988e-06
20,16,1,fission,7.707611358857826e-05,1.6297040121519952e-06
21,16,1,fission,7.43822308467564e-05,1.6470676298970317e-06
22,16,1,fission,7.671067967506305e-05,1.6071075037654601e-06
23,16,1,fission,7.728729420908528e-05,1.7015610454027214e-06
24,16,1,fission,7.523274180353693e-05,1.6681432245533165e-06
25,16,1,fission,7.457676588449256e-05,1.7138717617627813e-06
26,16,1,fission,7.24093319055518e-05,1.659946864644722e-06
27,16,1,fission,7.353682318499896e-05,1.5237961156693448e-06
28,16,1,fission,7.172656220714389e-05,1.4577423461771719e-06
29,16,1,fission,7.359681278223558e-05,1.509170672541932e-06
30,16,1,fission,7.143759017810897e-05,1.6326374822747816e-06
31,16,1,fission,7.107054984113338e-05,1.6059013549932103e-06
32,16,1,fission,7.253293140744582e-05,1.688182003979426e-06
33,16,1,fission,7.065856824402208e-05,1.5365670572625593e-06
34,16,1,fission,7.009355806432543e-05,1.4827906563051866e-06
35,16,1,fission,6.941045195782798e-05,1.7508067608166145e-06
36,16,1,fission,7.328293959549816e-05,1.680692501501588e-06
37,16,1,fission,7.045047192899036e-05,1.7353380174899913e-06
38,16,1,fission,7.212235258210597e-05,1.445256571161937e-06
39,16,1,fission,7.261352512390994e-05,1.9121883713166115e-06
40,16,1,fission,7.413285575728689e-05,1.6055349372621066e-06
41,16,1,fission,7.37699924303558e-05,1.6030404429069342e-06
42,16,1,fission,7.287913072462248e-05,1.6300700927302534e-06
43,16,1,fission,7.31783782433817e-05,1.370777782817121e-06
44,16,1,fission,7.194902579263375e-05,1.7587007780467982e-06
45,16,1,fission,7.248036343056133e-05,1.6018608787775225e-06
46,16,1,fission,7.357776833556411e-05,1.6231618779884483e-06
47,16,1,fission,7.348519476228245e-05,1.934620631573774e-06
48,16,1,fission,7.444081622583217e-05,1.724768060308923e-06
49,16,1,fission,7.500430639807434e-05,1.485123902569246e-06
50,16,1,fission,7.482696640837339e-05,1.6113753724517955e-06
51,16,1,fission,7.37871881215452e-05,1.4917376648958175e-06
52,16,1,fission,7.143733737271139e-05,1.6356233056465729e-06
53,16,1,fission,7.517784588435524e-05,1.681356891460602e-06
54,16,1,fission,7.230879210117796e-05,1.6680401716489917e-06
55,16,1,fission,7.095012830814758e-05,1.557493317774401e-06
56,16,1,fission,7.18909310418884e-05,1.4779814321395858e-06
57,16,1,fission,7.220602125030667e-05,1.6349251539528207e-06
58,16,1,fission,7.357514677430404e-05,1.9467033174149826e-06
59,16,1,fission,7.400197530313217e-05,1.6701376472429062e-06
60,16,1,fission,7.421075802145716e-05,1.6184919674693988e-06
61,16,1,fission,7.37119570036081e-05,1.6841438314750565e-06
62,16,1,fission,7.163848806722656e-05,1.3983362903203586e-06
63,16,1,fission,7.405817167683926e-05,1.7275996776352165e-06
64,16,1,fission,7.403597609813962e-05,1.594845196051823e-06
65,16,1,fission,7.182737079226758e-05,1.3905683788661413e-06
66,16,1,fission,7.3172036405233e-05,1.8180834610653488e-06
67,16,1,fission,7.227980805690019e-05,1.7169135173904126e-06
68,16,1,fission,7.08966304445701e-05,1.7635878081157337e-06
69,16,1,fission,7.012509682376184e-05,1.6154010111493895e-06
70,16,1,fission,7.209006450862427e-05,1.7092894595931321e-06
71,16,1,fission,7.176481654462606e-05,1.7719128839642218e-06
72,16,1,fission,7.633370544662874e-05,2.043035126781443e-06
73,16,1,fission,7.319263236819425e-05,2.0719728527560006e-06
74,16,1,fission,7.428940828632281e-05,1.915707577614078e-06
75,16,1,fission,7.507878063288597e-05,1.6105018035665797e-06
76,16,1,fission,7.357866398986424e-05,1.6466503521392663e-06
77,16,1,fission,7.257305716171621e-05,1.5030005086393947e-06
78,16,1,fission,7.445642978525153e-05,1.512325628329739e-06
79,16,1,fission,7.610873233756256e-05,1.7893272613392097e-06
80,16,1,fission,7.5721290215533e-05,1.6871327288261034e-06
81,16,1,fission,7.807972564088493e-05,1.743568689057529e-06
82,16,1,fission,7.525315274195383e-05,1.7454168469228544e-06
83,16,1,fission,7.5417371749872e-05,1.7762356539865735e-06
84,16,1,fission,7.659414550542831e-05,1.5980605038352598e-06
85,16,1,fission,7.638062752129127e-05,2.0089081656010226e-06
86,16,1,fission,7.50664039726758e-05,1.992618160639544e-06
87,16,1,fission,1.9208479296523995e-05,6.142781437777367e-07
88,16,1,fission,0.0,0.0
89,16,1,fission,0.0,0.0
90,16,1,fission,0.0,0.0
91,16,1,fission,0.0,0.0
92,16,1,fission,0.0,0.0
93,16,1,fission,0.0,0.0
94,16,1,fission,0.0,0.0
95,16,1,fission,0.0,0.0
96,16,1,fission,0.0,0.0
97,16,1,fission,0.0,0.0
98,16,1,fission,0.0,0.0
99,16,1,fission,0.0,0.0
100,16,1,fission,0.0,0.0
1,17,1,fission,0.0,0.0
2,17,1,fission,0.0,0.0
3,17,1,fission,0.0,0.0
4,17,1,fission,0.0,0.0
5,17,1,fission,0.0,0.0
6,17,1,fission,0.0,0.0
7,17,1,fission,0.0,0.0
8,17,1,fission,0.0,0.0
9,17,1,fission,0.0,0.0
10,17,1,fission,0.0,0.0
11,17,1,fission,0.0,0.0
12,17,1,fission,0.0,0.0
13,17,1,fission,1.443728589387092e-05,4.853228503905584e-07
14,17,1,fission,7.601214161557329e-05,2.2084249310463228e-06
15,17,1,fission,7.63491401369962e-05,1.8972995796570414e-06
16,17,1,fission,7.878361828853077e-05,2.0732294937058428e-06
17,17,1,fission,7.97706773193802e-05,1.9367586804015434e-06
18,17,1,fission,7.766046363492247e-05,1.921925530931117e-06
19,17,1,fission,7.505273232115815e-05,1.740260456763024e-06
20,17,1,fission,7.583011841102762e-05,1.7315627566831847e-06
21,17,1,fission,7.531241651627794e-05,1.815803529842653e-06
22,17,1,fission,7.569968846614555e-05,1.7789935466201987e-06
23,17,1,fission,7.401894223399682e-05,1.6690671025141131e-06
24,17,1,fission,7.36480329354277e-05,1.6628093688352616e-06
25,17,1,fission,7.180849751557979e-05,1.4698123861201249e-06
26,17,1,fission,7.296114471579745e-05,1.6496953868586346e-06
27,17,1,fission,7.274031565108589e-05,1.6498213076551556e-06
28,17,1,fission,7.275858834762263e-05,1.8782501896171032e-06
29,17,1,fission,7.17408678322716e-05,1.599800301576931e-06
30,17,1,fission,7.225712891356698e-05,1.6209191648762997e-06
31,17,1,fission,7.277621983943296e-05,1.5753710948983851e-06
32,17,1,fission,7.223593439357953e-05,1.4793053303046653e-06
33,17,1,fission,7.488643651845448e-05,1.68321777538072e-06
34,17,1,fission,7.080395762961095e-05,1.5844503547646178e-06
35,17,1,fission,6.90891687217487e-05,1.6399233288914796e-06
36,17,1,fission,7.173823159559178e-05,1.6429583801132002e-06
37,17,1,fission,7.227314725525278e-05,1.5935464604363126e-06
38,17,1,fission,7.240613552642695e-05,1.60675854123537e-06
39,17,1,fission,7.28666290963497e-05,1.6242114005058732e-06
40,17,1,fission,7.392498773213409e-05,1.880681908272858e-06
41,17,1,fission,7.395375962682358e-05,1.6432178589778006e-06
42,17,1,fission,7.456625130236938e-05,1.5695948801874944e-06
43,17,1,fission,7.50061051210156e-05,1.642012645994732e-06
44,17,1,fission,7.291595450325014e-05,1.92837449808396e-06
45,17,1,fission,7.426918712976988e-05,1.4082709416790592e-06
46,17,1,fission,7.444993096794944e-05,1.681642087870058e-06
47,17,1,fission,7.191322466654164e-05,1.3534462868569701e-06
48,17,1,fission,7.20760969469129e-05,1.4946791000809942e-06
49,17,1,fission,7.229529064721952e-05,1.5902103159871577e-06
50,17,1,fission,7.518848636362187e-05,1.564621031017449e-06
51,17,1,fission,7.254136783038641e-05,1.435028116715593e-06
52,17,1,fission,7.140648833816968e-05,1.564672050359869e-06
53,17,1,fission,7.208834575773058e-05,1.537817078040161e-06
54,17,1,fission,7.17560638881297e-05,2.181303180249101e-06
55,17,1,fission,6.982718105281972e-05,1.7530314728119777e-06
56,17,1,fission,6.974862681795279e-05,1.6001398173935036e-06
57,17,1,fission,7.143094413698527e-05,1.642096390902724e-06
58,17,1,fission,7.238810555671217e-05,1.6204236632044189e-06
59,17,1,fission,7.342387162155235e-05,1.8213957065995512e-06
60,17,1,fission,7.686786707483243e-05,1.8744362331135277e-06
61,17,1,fission,7.475501858951702e-05,1.7198750323946164e-06
62,17,1,fission,7.260785329528457e-05,1.90117839062728e-06
63,17,1,fission,7.295887630044708e-05,1.6128854292709961e-06
64,17,1,fission,7.093265275339762e-05,1.6185327521632203e-06
65,17,1,fission,6.853509040849354e-05,1.7427801250235097e-06
66,17,1,fission,7.284794551122003e-05,1.6846771514470877e-06
67,17,1,fission,7.425540280682342e-05,1.8138440038323432e-06
68,17,1,fission,7.204158372035894e-05,1.611294354793616e-06
69,17,1,fission,7.045192211765614e-05,1.657123567666196e-06
70,17,1,fission,7.054996506735703e-05,1.408161733756962e-06
71,17,1,fission,7.189422243042541e-05,1.880412244626105e-06
72,17,1,fission,7.419431507783565e-05,1.7855192081531619e-06
73,17,1,fission,7.152384471282032e-05,1.6684989893606895e-06
74,17,1,fission,7.330832042292009e-05,1.8285660392735164e-06
75,17,1,fission,7.355361959488953e-05,1.613503433985365e-06
76,17,1,fission,7.304681794485325e-05,1.6823956144797956e-06
77,17,1,fission,7.341525969497379e-05,1.6160311358968707e-06
78,17,1,fission,7.308943260469545e-05,1.696192628777174e-06
79,17,1,fission,7.153996088601031e-05,1.720676055413378e-06
80,17,1,fission,7.203737012373276e-05,1.6635419262071606e-06
81,17,1,fission,7.400840588467991e-05,1.5599651527209162e-06
82,17,1,fission,7.701546217168987e-05,1.5342465388649895e-06
83,17,1,fission,7.691287668585423e-05,1.6772637156606086e-06
84,17,1,fission,7.768595161749117e-05,1.8841907686025315e-06
85,17,1,fission,7.917469243593175e-05,1.916243375510406e-06
86,17,1,fission,7.877750232078948e-05,2.065172836780334e-06
87,17,1,fission,7.439654035981218e-05,1.7604951630341291e-06
88,17,1,fission,1.3692416739644663e-05,4.38854618994749e-07
89,17,1,fission,0.0,0.0
90,17,1,fission,0.0,0.0
91,17,1,fission,0.0,0.0
92,17,1,fission,0.0,0.0
93,17,1,fission,0.0,0.0
94,17,1,fission,0.0,0.0
95,17,1,fission,0.0,0.0
96,17,1,fission,0.0,0.0
97,17,1,fission,0.0,0.0
98,17,1,fission,0.0,0.0
99,17,1,fission,0.0,0.0
100,17,1,fission,0.0,0.0
1,18,1,fission,0.0,0.0
2,18,1,fission,0.0,0.0
3,18,1,fission,0.0,0.0
4,18,1,fission,0.0,0.0
5,18,1,fission,0.0,0.0
6,18,1,fission,0.0,0.0
7,18,1,fission,0.0,0.0
8,18,1,fission,0.0,0.0
9,18,1,fission,0.0,0.0
10,18,1,fission,0.0,0.0
11,18,1,fission,0.0,0.0
12,18,1,fission,7.738694828075055e-06,2.9183018397092784e-07
13,18,1,fission,7.001542370485492e-05,2.0810688519288416e-06
14,18,1,fission,7.78823109844312e-05,1.727641727838951e-06
15,18,1,fission,7.474689247746017e-05,1.72880768133256e-06
